gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPCPB16A4.06C,1901.5118270393593,3.3385800900619618,0.24044737686510204,13.884868005588608,7.824438351944525e-44,4.145727022985551e-43
SPCC1742.01,2739.385326474632,3.0803369636645437,0.34117246514125543,9.028679856650195,1.7375518788721328e-19,5.516377841716836e-19
SPNCRNA.7130,17.413609707283218,1.8627103348539469,0.5320977724760344,3.500691848767029,4.640520900926171e-4,7.871801820479546e-4
SPNCRNA.1164,203.62807563699246,2.86248335774398,0.22433993986911566,12.75957976726752,2.756842926826651e-37,1.300658722688494e-36
SPNCRNA.1165,141.45056766129076,6.117477011928041,0.41199253121909046,14.848514350069305,7.112750371325799e-50,4.2030533880858345e-49
SPNCRNA.1166,37.22556062478078,2.2442922288082827,0.4371059617267136,5.134435183502379,2.8299259874222254e-7,5.903114945050907e-7
SPNCRNA.7133,10.583516790891935,3.376102642866315,0.7385489330083403,4.5712646677511195,4.8478951569772935e-6,9.41127449982379e-6
SPCC1795.05C,2073.762781495867,1.793246268256728,0.06812692805301117,26.322136040852463,1.070227789825164e-152,2.2391585666271367e-151
SPNCRNA.7136,16.72353463224645,5.468282094163734,0.9330295873698962,5.860781017221755,4.6069518072077514e-9,1.0437253357749031e-8
SPCC1795.01C,955.0548185744733,1.4423495220221856,0.08035664850699843,17.9493489191074,4.855626090556201e-72,4.1130417857200664e-71
SPCC895.04C,1493.8678262752871,1.1111680579502803,0.06976990625010128,15.926179604815898,4.1707332187497195e-57,2.7561285031492287e-56
SPCC895.08C,1409.9442653431165,1.038749141254933,0.08599966349968137,12.078525647472814,1.3715697667732587e-33,6.008926813958169e-33
SPNCRNA.7154,10.789941699966757,4.867252755344375,1.0018237295741494,4.858392361511864,1.1834271556913645e-6,2.3857923693730234e-6
SPNCRNA.7155,12.089422784432259,4.275921024552849,0.8104050912898869,5.276276112415643,1.3183540430800267e-7,2.7923356426674434e-7
SPNCRNA.1168,66.1072412756148,2.417565096559881,0.26563939792811303,9.100928233597786,8.956305116013568e-20,2.8672767013742276e-19
